Age,Gender,Occupation,Income,Product_Category,Purchased
51,Female,Student,91936,Electronics,0
48,Male,Employee,18527,Electronics,0
39,Male,Student,85823,Electronics,0
15,Male,Employee,26394,Books,0
56,Female,Self-employed,12028,Electronics,0
65,Female,Employee,35935,Electronics,0
64,Male,Self-employed,28526,Clothing,1
42,Male,Unemployed,11508,Books,0
21,Male,Employee,25590,Electronics,0
26,Female,Unemployed,91822,Groceries,1
55,Female,Employee,25088,Health,1
20,Female,Employee,43103,Cosmetics,1
18,Male,Student,58507,Electronics,0
38,Male,Self-employed,45486,Clothing,1
51,Male,Self-employed,58803,Clothing,1
57,Female,Unemployed,52700,Cosmetics,1
16,Female,Unemployed,27721,Electronics,0
63,Female,Unemployed,99162,Electronics,0
31,Female,Unemployed,89544,Health,0
46,Male,Unemployed,78257,Health,1
48,Female,Employee,44239,Books,0
33,Female,Employee,94840,Electronics,1
57,Female,Employee,24976,Cosmetics,1
23,Female,Student,21140,Health,0
39,Female,Employee,17161,Electronics,0
46,Female,Employee,47765,Clothing,1
43,Female,Unemployed,24848,Cosmetics,1
35,Male,Student,27357,Electronics,0
30,Female,Self-employed,52003,Groceries,1
52,Male,Self-employed,34723,Books,0
62,Male,Student,62051,Cosmetics,0
28,Male,Employee,90789,Books,0
35,Female,Unemployed,90442,Cosmetics,1
49,Male,Employee,38736,Cosmetics,0
42,Male,Self-employed,21235,Electronics,0
21,Male,Employee,33672,Health,0
44,Male,Unemployed,55490,Clothing,1
33,Male,Unemployed,78413,Books,0
30,Male,Unemployed,34175,Groceries,1
43,Female,Self-employed,78094,Clothing,1
62,Male,Self-employed,93856,Clothing,1
38,Female,Student,28003,Health,0
44,Male,Self-employed,21857,Books,0
48,Female,Student,72590,Clothing,1
21,Male,Self-employed,68188,Cosmetics,0
28,Male,Unemployed,98125,Cosmetics,0
45,Female,Unemployed,44236,Health,0
23,Male,Employee,26745,Cosmetics,0
46,Male,Employee,34658,Electronics,0
62,Male,Self-employed,96958,Groceries,1
46,Female,Unemployed,64399,Groceries,1
46,Female,Self-employed,44250,Cosmetics,1
24,Male,Unemployed,97332,Health,0
46,Female,Self-employed,65384,Health,1
20,Male,Self-employed,70989,Health,0
65,Female,Unemployed,78255,Clothing,1
23,Male,Self-employed,35687,Groceries,1
51,Male,Self-employed,46314,Cosmetics,0
16,Female,Employee,65092,Groceries,1
35,Female,Unemployed,74820,Books,0
18,Female,Self-employed,34381,Health,0
36,Female,Student,26598,Health,0
17,Female,Student,99614,Health,0
22,Male,Student,23414,Clothing,0
34,Male,Student,55332,Cosmetics,0
24,Female,Student,24121,Health,0
45,Male,Student,84300,Electronics,0
63,Male,Self-employed,24604,Groceries,1
41,Female,Self-employed,14205,Books,0
49,Female,Self-employed,22379,Clothing,0
47,Female,Student,47460,Books,0
24,Female,Student,91132,Groceries,1
63,Male,Employee,68644,Cosmetics,0
17,Female,Employee,57329,Cosmetics,1
45,Male,Self-employed,51273,Cosmetics,0
54,Male,Student,17622,Groceries,1
21,Female,Self-employed,20429,Cosmetics,1
35,Male,Self-employed,92287,Groceries,1
49,Male,Self-employed,43380,Books,0
27,Female,Unemployed,51594,Cosmetics,1
17,Male,Student,23092,Books,1
48,Male,Employee,40115,Cosmetics,0
56,Female,Unemployed,50308,Cosmetics,1
31,Female,Unemployed,42123,Groceries,1
22,Female,Employee,89045,Electronics,1
28,Male,Self-employed,67527,Groceries,1
55,Male,Student,30689,Books,0
37,Male,Unemployed,18407,Cosmetics,0
60,Female,Student,86279,Electronics,0
21,Male,Unemployed,89643,Cosmetics,0
16,Male,Self-employed,78264,Groceries,1
53,Male,Student,88816,Cosmetics,0
48,Male,Student,96730,Clothing,1
30,Female,Self-employed,62227,Books,0
44,Male,Employee,37356,Books,0
38,Female,Self-employed,61148,Electronics,1
59,Male,Unemployed,93913,Cosmetics,0
62,Male,Self-employed,84413,Groceries,1
25,Female,Employee,74700,Books,0
28,Male,Student,62715,Books,0
20,Male,Student,18749,Groceries,1
49,Female,Self-employed,96620,Health,1
60,Female,Self-employed,26999,Groceries,1
65,Male,Self-employed,21198,Cosmetics,0
31,Male,Unemployed,77382,Clothing,1
35,Male,Unemployed,52392,Cosmetics,0
25,Male,Self-employed,73115,Groceries,1
25,Male,Employee,31720,Electronics,0
57,Male,Unemployed,45560,Electronics,0
37,Female,Self-employed,68094,Health,0
59,Female,Student,10719,Cosmetics,0
26,Male,Self-employed,96812,Books,0
54,Male,Self-employed,71311,Clothing,1
24,Female,Employee,78645,Electronics,1
33,Male,Student,73729,Groceries,1
20,Female,Student,80352,Electronics,0
51,Female,Student,25380,Clothing,1
59,Male,Self-employed,88844,Clothing,1
17,Female,Self-employed,77186,Cosmetics,1
60,Male,Unemployed,29943,Groceries,1
32,Male,Self-employed,18088,Groceries,1
49,Female,Self-employed,58411,Cosmetics,1
32,Male,Employee,92592,Groceries,1
52,Male,Employee,33914,Groceries,1
40,Male,Unemployed,32890,Clothing,1
29,Female,Student,14334,Cosmetics,0
59,Male,Student,12514,Electronics,0
34,Female,Student,77314,Electronics,0
37,Female,Employee,69238,Health,0
22,Male,Student,82478,Health,0
45,Female,Unemployed,60644,Books,0
17,Female,Student,93952,Cosmetics,1
54,Male,Student,82675,Groceries,1
20,Female,Student,86947,Health,0
23,Female,Self-employed,52908,Clothing,1
33,Male,Employee,81711,Groceries,1
41,Male,Self-employed,59621,Clothing,1
36,Female,Employee,17961,Cosmetics,0
46,Female,Unemployed,56455,Cosmetics,1
31,Female,Student,81445,Cosmetics,1
46,Female,Student,83877,Groceries,1
64,Male,Unemployed,77063,Clothing,1
43,Female,Employee,77464,Books,0
52,Female,Employee,55689,Cosmetics,1
19,Male,Student,63126,Books,0
61,Female,Self-employed,54914,Health,1
23,Male,Self-employed,48092,Clothing,1
42,Female,Self-employed,81140,Books,0
30,Male,Student,55724,Books,0
26,Female,Student,20646,Health,0
28,Male,Self-employed,34376,Groceries,1
51,Male,Self-employed,37315,Books,0
62,Female,Unemployed,51448,Groceries,1
36,Female,Student,59103,Health,0
63,Male,Employee,82071,Groceries,1
21,Female,Employee,87733,Groceries,1
61,Male,Unemployed,32873,Electronics,0
20,Female,Unemployed,89271,Electronics,0
23,Male,Self-employed,15248,Cosmetics,0
46,Male,Employee,49349,Books,0
41,Female,Unemployed,18258,Electronics,0
46,Male,Student,13246,Cosmetics,0
60,Female,Self-employed,62109,Electronics,1
22,Male,Self-employed,88360,Books,0
55,Female,Student,51244,Electronics,0
42,Female,Employee,50991,Cosmetics,1
37,Male,Self-employed,85290,Clothing,1
17,Female,Self-employed,36593,Cosmetics,1
17,Male,Employee,16275,Cosmetics,0
24,Male,Employee,82268,Groceries,1
47,Female,Employee,51521,Electronics,1
58,Female,Self-employed,56104,Groceries,1
48,Female,Self-employed,62580,Books,0
21,Female,Unemployed,58892,Books,0
54,Male,Self-employed,75551,Books,0
31,Male,Self-employed,22340,Electronics,0
51,Female,Unemployed,45013,Groceries,1
63,Female,Self-employed,70486,Books,0
54,Female,Employee,57710,Health,1
43,Male,Student,79221,Electronics,0
26,Male,Unemployed,99951,Health,0
32,Male,Unemployed,23522,Electronics,0
50,Male,Unemployed,94591,Electronics,0
63,Male,Self-employed,90144,Health,1
58,Female,Employee,91087,Cosmetics,1
49,Female,Employee,21908,Health,1
64,Female,Employee,18999,Cosmetics,0
35,Female,Employee,35456,Electronics,0
16,Female,Unemployed,42410,Cosmetics,1
39,Male,Unemployed,20028,Groceries,1
63,Female,Employee,13009,Books,0
46,Female,Unemployed,45974,Cosmetics,1
25,Male,Self-employed,54548,Health,0
46,Female,Unemployed,39543,Groceries,1
19,Female,Unemployed,39971,Clothing,1
46,Female,Self-employed,48447,Electronics,1
65,Male,Student,85567,Cosmetics,0
59,Female,Employee,18612,Groceries,1
38,Male,Unemployed,35665,Clothing,1
65,Male,Self-employed,17312,Cosmetics,0
23,Male,Student,77006,Cosmetics,0
56,Male,Self-employed,46351,Books,0
39,Male,Self-employed,70385,Health,0
27,Female,Self-employed,22617,Books,0
57,Female,Unemployed,43995,Groceries,1
53,Female,Student,13623,Clothing,0
51,Male,Employee,89759,Clothing,1
64,Female,Student,57930,Books,0
28,Male,Unemployed,11588,Cosmetics,0
45,Male,Unemployed,62474,Electronics,0
16,Male,Employee,76199,Clothing,1
21,Female,Self-employed,46391,Books,0
48,Female,Unemployed,44900,Books,0
19,Male,Self-employed,31570,Cosmetics,0
52,Female,Employee,95101,Cosmetics,1
56,Female,Student,39113,Cosmetics,1
15,Female,Employee,48502,Books,0
40,Female,Student,68281,Cosmetics,1
31,Male,Employee,12270,Groceries,0
57,Male,Student,20319,Health,1
28,Female,Employee,13194,Cosmetics,0
50,Female,Unemployed,45183,Groceries,1
46,Female,Student,43781,Clothing,1
59,Male,Student,75236,Electronics,0
40,Male,Student,11063,Health,0
50,Male,Student,93633,Groceries,1
19,Female,Student,80236,Health,0
20,Male,Unemployed,60252,Cosmetics,0
20,Female,Employee,64656,Books,0
33,Female,Student,85363,Groceries,1
48,Male,Unemployed,48572,Books,0
51,Male,Student,39969,Clothing,1
46,Female,Student,66748,Groceries,1
38,Female,Unemployed,21613,Groceries,1
60,Female,Student,59295,Books,0
65,Male,Employee,22069,Electronics,0
52,Male,Student,66055,Electronics,0
27,Female,Student,30177,Health,0
24,Male,Self-employed,73011,Groceries,1
65,Male,Student,18466,Electronics,0
43,Male,Unemployed,58066,Electronics,0
38,Female,Student,83987,Health,0
35,Female,Self-employed,90465,Cosmetics,1
54,Male,Student,31199,Clothing,1
36,Male,Student,38807,Cosmetics,0
20,Male,Employee,79676,Electronics,1
19,Male,Employee,98077,Cosmetics,0
30,Female,Student,43985,Clothing,1
50,Male,Self-employed,43177,Books,0
34,Male,Student,78980,Groceries,1
48,Male,Employee,36354,Groceries,1
52,Male,Employee,27973,Groceries,1
56,Male,Employee,62730,Clothing,1
60,Female,Employee,10478,Electronics,0
63,Female,Employee,67277,Books,0
34,Female,Self-employed,19137,Clothing,0
59,Male,Student,32145,Health,1
51,Female,Unemployed,97292,Health,1
22,Male,Employee,51263,Cosmetics,0
65,Male,Self-employed,72121,Groceries,1
16,Female,Unemployed,25323,Cosmetics,1
58,Female,Unemployed,59263,Health,1
55,Female,Self-employed,41468,Groceries,1
30,Female,Student,36215,Clothing,1
31,Male,Unemployed,21220,Books,0
44,Male,Student,80358,Clothing,1
58,Male,Employee,73062,Cosmetics,0
62,Male,Student,82036,Groceries,1
38,Female,Student,54155,Cosmetics,1
45,Female,Student,53656,Groceries,1
36,Male,Self-employed,68478,Electronics,1
42,Female,Employee,63237,Health,0
38,Male,Student,11692,Health,0
27,Male,Employee,15981,Health,0
51,Female,Unemployed,51360,Cosmetics,1
28,Female,Student,34195,Clothing,1
33,Female,Unemployed,86938,Clothing,1
41,Male,Unemployed,21283,Cosmetics,0
59,Male,Student,56964,Electronics,0
30,Female,Unemployed,44627,Books,0
21,Male,Unemployed,32211,Clothing,1
37,Male,Unemployed,61430,Health,0
21,Male,Student,55859,Clothing,1
26,Male,Student,92318,Electronics,0
18,Female,Self-employed,49090,Books,0
53,Female,Self-employed,50599,Cosmetics,1
20,Female,Unemployed,52206,Electronics,0
26,Female,Unemployed,86751,Electronics,0
18,Male,Employee,93004,Clothing,1
15,Female,Unemployed,92750,Electronics,0
34,Male,Student,59603,Clothing,1
18,Female,Self-employed,95944,Cosmetics,1
65,Female,Employee,47956,Clothing,1
33,Female,Unemployed,24910,Electronics,0
33,Female,Student,76761,Health,0
50,Female,Employee,25856,Groceries,1
63,Female,Student,69563,Books,0
16,Female,Student,28399,Electronics,0
25,Female,Unemployed,22689,Health,0
20,Female,Unemployed,81696,Books,0
41,Male,Self-employed,49737,Groceries,1
60,Female,Unemployed,42735,Electronics,0
21,Female,Unemployed,23381,Cosmetics,1
61,Female,Student,35743,Cosmetics,1
53,Male,Unemployed,47834,Electronics,0
29,Male,Student,27121,Cosmetics,0
19,Female,Unemployed,24423,Electronics,0
55,Female,Self-employed,70842,Books,0
47,Male,Employee,83246,Health,1
60,Male,Employee,46784,Books,0
52,Male,Unemployed,68854,Electronics,0
56,Female,Student,17751,Electronics,0
24,Female,Self-employed,18642,Clothing,0
62,Male,Student,18947,Groceries,1
17,Male,Unemployed,90551,Health,0
54,Female,Self-employed,64198,Cosmetics,1
63,Female,Unemployed,90231,Electronics,0
37,Female,Student,51975,Clothing,1
53,Female,Employee,39941,Cosmetics,1
31,Female,Employee,22999,Clothing,0
33,Male,Self-employed,37110,Health,0
52,Male,Self-employed,45416,Health,1
22,Male,Unemployed,93709,Books,0
26,Female,Employee,21250,Electronics,0
31,Female,Unemployed,52344,Electronics,0
42,Male,Self-employed,92172,Groceries,1
32,Female,Employee,24140,Books,0
25,Female,Unemployed,51574,Groceries,1
25,Male,Employee,29459,Books,0
49,Female,Student,36607,Health,1
46,Female,Employee,20165,Health,1
39,Male,Employee,11531,Clothing,0
31,Male,Unemployed,68878,Cosmetics,0
23,Male,Self-employed,87136,Cosmetics,0
31,Female,Unemployed,86406,Clothing,1
63,Male,Employee,53767,Health,1
16,Female,Self-employed,83426,Electronics,1
62,Female,Employee,79523,Groceries,1
64,Male,Unemployed,59110,Cosmetics,0
33,Male,Unemployed,42000,Clothing,1
41,Female,Student,39303,Health,0
59,Female,Unemployed,72176,Groceries,1
24,Female,Student,98727,Books,0
58,Female,Unemployed,20778,Health,1
63,Male,Student,94142,Groceries,1
25,Female,Student,19807,Cosmetics,0
48,Male,Self-employed,44968,Health,1
63,Male,Self-employed,53872,Cosmetics,0
49,Male,Unemployed,75810,Clothing,1
25,Female,Unemployed,21052,Groceries,1
39,Male,Self-employed,21581,Cosmetics,0
45,Male,Unemployed,97829,Clothing,1
24,Male,Self-employed,18107,Books,0
22,Male,Employee,37400,Health,0
46,Female,Self-employed,44233,Groceries,1
39,Male,Unemployed,54921,Books,0
47,Female,Employee,31656,Health,1
63,Male,Unemployed,27130,Cosmetics,0
38,Female,Employee,95036,Electronics,1
54,Female,Employee,32162,Health,1
31,Male,Student,76404,Cosmetics,0
32,Male,Employee,10583,Groceries,0
65,Male,Employee,15192,Health,1
26,Male,Unemployed,28090,Clothing,1
53,Male,Employee,12415,Books,0
52,Male,Employee,98816,Clothing,1
52,Male,Employee,52857,Electronics,1
25,Male,Self-employed,48271,Groceries,1
38,Female,Unemployed,30948,Books,0
51,Female,Employee,81141,Clothing,1
37,Male,Employee,21860,Clothing,0
52,Female,Unemployed,96791,Cosmetics,1
38,Male,Self-employed,50155,Books,0
58,Female,Student,33141,Health,1
25,Male,Employee,16807,Books,0
61,Female,Student,82487,Clothing,1
32,Male,Unemployed,86932,Cosmetics,0
15,Male,Employee,40614,Groceries,1
62,Female,Self-employed,88533,Cosmetics,1
21,Female,Self-employed,66346,Clothing,1
38,Female,Self-employed,11832,Clothing,0
50,Female,Self-employed,12925,Groceries,0
18,Female,Self-employed,51299,Groceries,1
38,Male,Employee,13298,Clothing,0
57,Female,Employee,24540,Cosmetics,1
59,Female,Unemployed,37664,Cosmetics,1
44,Female,Self-employed,10125,Cosmetics,0
27,Female,Employee,79969,Electronics,1
56,Female,Student,64690,Electronics,0
17,Female,Employee,23012,Health,0
58,Male,Employee,93427,Health,1
46,Male,Self-employed,15488,Health,1
17,Male,Student,52811,Books,0
62,Female,Unemployed,47729,Books,0
22,Female,Employee,22965,Books,0
61,Male,Employee,73523,Books,0
18,Male,Self-employed,97369,Electronics,1
31,Male,Student,98490,Electronics,0
47,Female,Self-employed,64217,Electronics,1
63,Male,Self-employed,61768,Books,0
43,Female,Unemployed,52010,Books,0
29,Male,Student,15956,Groceries,1
40,Male,Unemployed,45832,Groceries,1
61,Male,Self-employed,70077,Health,1
26,Female,Unemployed,87103,Cosmetics,1
26,Male,Unemployed,61476,Groceries,1
55,Male,Unemployed,26951,Electronics,0
60,Male,Self-employed,11999,Books,0
53,Male,Self-employed,49180,Electronics,1
59,Female,Employee,51457,Electronics,1
26,Male,Student,89496,Groceries,1
27,Male,Unemployed,89110,Books,0
25,Male,Employee,67209,Clothing,1
21,Male,Self-employed,96817,Groceries,1
25,Female,Student,67804,Electronics,0
49,Female,Student,80104,Groceries,1
17,Female,Student,83988,Cosmetics,1
31,Female,Unemployed,80779,Clothing,1
59,Female,Student,38228,Electronics,0
36,Male,Unemployed,82667,Groceries,1
46,Male,Employee,62481,Books,0
25,Female,Employee,23103,Electronics,0
29,Female,Self-employed,53770,Cosmetics,1
55,Female,Self-employed,40606,Electronics,1
29,Female,Self-employed,10569,Cosmetics,0
47,Female,Student,36138,Cosmetics,1
52,Female,Self-employed,10938,Clothing,0
60,Male,Employee,40884,Clothing,1
39,Female,Employee,67562,Clothing,1
54,Female,Self-employed,28778,Electronics,0
65,Female,Employee,39686,Electronics,0
32,Female,Self-employed,17139,Cosmetics,0
47,Female,Self-employed,67329,Clothing,1
38,Male,Self-employed,36010,Cosmetics,0
38,Female,Student,80694,Cosmetics,1
31,Female,Employee,83277,Electronics,1
41,Female,Student,68659,Cosmetics,1
40,Female,Self-employed,31828,Health,0
40,Male,Self-employed,56309,Groceries,1
15,Male,Unemployed,22430,Clothing,0
54,Female,Employee,93914,Groceries,1
34,Female,Student,81742,Books,0
36,Female,Self-employed,65468,Books,0
63,Male,Employee,89754,Cosmetics,0
26,Male,Unemployed,97503,Health,0
24,Female,Student,57999,Cosmetics,1
53,Female,Student,35324,Cosmetics,1
42,Male,Employee,41252,Clothing,1
53,Female,Self-employed,72428,Electronics,1
53,Female,Self-employed,65305,Cosmetics,1
49,Male,Self-employed,75557,Electronics,1
36,Male,Employee,50788,Electronics,1
29,Male,Student,43446,Books,0
27,Female,Student,67088,Groceries,1
43,Female,Student,37272,Electronics,0
53,Male,Self-employed,16144,Clothing,0
55,Female,Employee,45315,Cosmetics,1
19,Female,Unemployed,88931,Groceries,1
37,Male,Student,17113,Health,0
36,Male,Student,76006,Cosmetics,0
59,Male,Unemployed,54378,Cosmetics,0
25,Female,Self-employed,21923,Electronics,0
31,Male,Student,87679,Groceries,1
37,Male,Unemployed,35712,Books,0
21,Male,Student,40257,Health,0
40,Female,Employee,93512,Health,0
42,Male,Employee,47235,Groceries,1
15,Male,Self-employed,93544,Electronics,1
15,Female,Self-employed,29797,Electronics,0
35,Female,Student,52793,Electronics,0
45,Female,Student,19180,Electronics,0
34,Male,Student,81693,Electronics,0
16,Male,Self-employed,65899,Cosmetics,0
17,Male,Unemployed,87019,Books,0
60,Male,Employee,36001,Cosmetics,0
19,Male,Employee,39237,Groceries,1
37,Male,Employee,59112,Clothing,1
26,Female,Unemployed,56685,Groceries,1
49,Male,Employee,37194,Clothing,1
25,Female,Unemployed,63015,Clothing,1
17,Male,Employee,15804,Books,0
30,Female,Student,26841,Clothing,1
26,Male,Employee,41932,Health,0
47,Female,Unemployed,95277,Health,1
43,Female,Self-employed,97604,Books,0
46,Male,Unemployed,87007,Cosmetics,0
20,Male,Employee,41122,Health,0
51,Male,Student,45724,Cosmetics,0
27,Female,Self-employed,52285,Electronics,1
32,Male,Unemployed,14449,Books,0
44,Female,Student,55173,Books,0
37,Female,Self-employed,11561,Clothing,0
56,Male,Self-employed,28219,Electronics,0
64,Female,Employee,48890,Electronics,1
50,Female,Employee,99133,Health,1
54,Male,Employee,83339,Health,1
46,Female,Unemployed,26169,Health,1
20,Male,Employee,60276,Books,0
16,Male,Employee,75050,Cosmetics,0
41,Female,Unemployed,18002,Books,0
29,Male,Student,61487,Books,0
45,Male,Student,82630,Books,0
18,Female,Student,23811,Health,0
21,Male,Self-employed,34031,Books,0
20,Female,Self-employed,62313,Clothing,1
17,Male,Employee,36136,Groceries,1
37,Male,Student,31421,Groceries,1
15,Female,Self-employed,20465,Health,0
42,Female,Self-employed,31413,Cosmetics,1
29,Male,Unemployed,24517,Electronics,0
61,Female,Self-employed,99866,Health,1
33,Female,Student,56768,Electronics,0
20,Female,Employee,83357,Clothing,1
26,Female,Student,55120,Clothing,1
58,Male,Self-employed,23422,Health,1
25,Female,Student,14656,Electronics,0
47,Female,Self-employed,52849,Groceries,1
30,Female,Self-employed,18978,Clothing,0
52,Female,Employee,41605,Health,1
54,Female,Employee,64505,Electronics,1
31,Female,Employee,99422,Clothing,1
62,Female,Self-employed,72550,Clothing,1
36,Male,Student,41103,Electronics,0
42,Female,Student,17342,Groceries,1
64,Male,Unemployed,61254,Electronics,0
50,Female,Unemployed,52563,Health,1
30,Male,Student,69181,Groceries,1
26,Male,Student,88082,Electronics,0
15,Male,Self-employed,16442,Books,0
29,Female,Employee,32586,Clothing,1
57,Male,Self-employed,74709,Health,1
36,Male,Employee,74048,Clothing,1
22,Female,Self-employed,57941,Clothing,1
44,Male,Unemployed,47958,Health,0
54,Female,Unemployed,89030,Health,1
48,Female,Unemployed,77946,Groceries,1
23,Male,Employee,91836,Cosmetics,0
43,Female,Self-employed,56624,Cosmetics,1
21,Female,Employee,59398,Cosmetics,1
18,Female,Employee,25658,Health,0
18,Female,Unemployed,90642,Electronics,0
33,Female,Unemployed,51197,Groceries,1
21,Male,Employee,57347,Cosmetics,0
48,Female,Self-employed,85686,Groceries,1
16,Female,Self-employed,28675,Health,0
41,Female,Self-employed,77622,Books,0
39,Female,Unemployed,25617,Cosmetics,1
36,Female,Student,70888,Clothing,1
19,Female,Self-employed,39575,Electronics,0
30,Male,Student,81887,Books,0
61,Male,Self-employed,48121,Health,1
21,Male,Unemployed,70026,Health,0
63,Female,Student,70962,Health,1
51,Male,Employee,28257,Clothing,1
16,Female,Student,36890,Health,0
34,Male,Employee,50731,Books,0
59,Male,Unemployed,74082,Health,1
54,Male,Employee,28059,Electronics,0
55,Male,Employee,49633,Cosmetics,0
33,Female,Employee,15849,Health,0
16,Male,Employee,77881,Health,0
30,Female,Self-employed,31627,Books,0
45,Female,Student,54782,Books,0
38,Male,Unemployed,44452,Clothing,1
40,Male,Self-employed,93359,Books,0
25,Female,Self-employed,12362,Cosmetics,0
33,Male,Unemployed,99099,Health,0
54,Male,Unemployed,91926,Electronics,0
28,Male,Employee,93017,Cosmetics,0
15,Female,Self-employed,20754,Clothing,0
30,Male,Employee,90667,Health,0
40,Male,Employee,49150,Cosmetics,0
61,Female,Employee,84260,Health,1
65,Male,Self-employed,28909,Electronics,0
25,Male,Student,48775,Cosmetics,0
55,Male,Student,75978,Groceries,1
43,Male,Employee,48072,Books,0
61,Male,Student,89513,Health,1
16,Female,Student,80053,Electronics,0
35,Female,Self-employed,85093,Clothing,1
39,Female,Unemployed,28521,Clothing,1
55,Female,Self-employed,59412,Clothing,1
52,Male,Self-employed,97857,Books,0
42,Male,Self-employed,96950,Cosmetics,0
50,Female,Student,74636,Health,1
22,Male,Employee,23191,Clothing,0
21,Female,Student,90650,Cosmetics,1
46,Male,Self-employed,20929,Clothing,0
39,Male,Student,40726,Electronics,0
44,Female,Self-employed,46791,Cosmetics,1
45,Female,Unemployed,32246,Groceries,1
15,Female,Employee,38380,Clothing,1
31,Male,Employee,50236,Electronics,1
62,Male,Student,37984,Electronics,0
26,Male,Student,42049,Cosmetics,0
54,Male,Self-employed,26436,Clothing,1
28,Male,Employee,44576,Clothing,1
31,Female,Self-employed,95643,Cosmetics,1
62,Female,Employee,35190,Books,0
25,Female,Employee,44391,Clothing,1
40,Female,Student,36816,Clothing,1
64,Female,Unemployed,59010,Electronics,0
20,Female,Unemployed,91449,Health,0
53,Male,Self-employed,68758,Cosmetics,0
30,Male,Student,75459,Cosmetics,0
47,Male,Employee,28431,Cosmetics,0
55,Male,Self-employed,99684,Books,0
21,Male,Unemployed,15156,Books,0
54,Male,Unemployed,43758,Groceries,1
63,Female,Student,29154,Groceries,1
25,Male,Self-employed,94042,Health,0
31,Male,Employee,12496,Health,0
27,Female,Student,89104,Groceries,1
39,Female,Self-employed,45165,Clothing,1
59,Female,Employee,82564,Clothing,1
63,Male,Self-employed,40654,Books,0
27,Female,Self-employed,69053,Books,0
41,Female,Student,37827,Cosmetics,1
39,Male,Student,65227,Clothing,1
59,Female,Self-employed,30198,Groceries,1
62,Female,Unemployed,92660,Health,1
37,Male,Employee,28458,Health,0
54,Female,Employee,40368,Clothing,1
21,Female,Unemployed,26225,Groceries,1
42,Female,Unemployed,63889,Clothing,1
15,Female,Student,34401,Electronics,0
23,Male,Employee,14369,Books,0
41,Female,Student,75550,Clothing,1
59,Male,Self-employed,70138,Clothing,1
30,Female,Self-employed,29206,Books,0
29,Female,Employee,67876,Health,0
39,Male,Unemployed,17302,Books,0
31,Male,Self-employed,80725,Groceries,1
38,Female,Employee,77192,Electronics,1
42,Male,Self-employed,59235,Groceries,1
25,Male,Employee,46518,Books,0
25,Male,Self-employed,41697,Electronics,1
54,Male,Student,49259,Groceries,1
37,Male,Unemployed,17946,Groceries,1
44,Female,Unemployed,97527,Clothing,1
35,Male,Employee,79487,Clothing,1
61,Female,Unemployed,11005,Health,1
47,Female,Employee,83897,Groceries,1
50,Male,Self-employed,49650,Cosmetics,0
28,Male,Employee,84206,Groceries,1
43,Male,Employee,61895,Health,0
24,Female,Student,22056,Clothing,0
22,Female,Self-employed,80802,Electronics,1
29,Female,Student,13229,Groceries,0
42,Female,Employee,44207,Books,0
27,Female,Self-employed,56531,Electronics,1
63,Female,Employee,27144,Health,1
33,Male,Employee,34343,Groceries,1
16,Male,Self-employed,26945,Clothing,1
49,Female,Self-employed,37509,Health,1
29,Male,Student,19109,Health,0
33,Female,Student,14405,Books,1
54,Male,Unemployed,95101,Clothing,1
52,Female,Self-employed,31191,Clothing,1
28,Female,Student,40239,Electronics,0
18,Male,Student,24054,Books,1
49,Male,Student,21696,Electronics,0
36,Male,Employee,49457,Health,0
61,Female,Employee,99931,Health,1
61,Male,Employee,20818,Clothing,0
34,Male,Employee,32677,Groceries,1
36,Male,Student,79420,Books,0
64,Female,Unemployed,68231,Clothing,1
31,Male,Self-employed,51309,Cosmetics,0
36,Male,Student,11295,Books,1
25,Female,Unemployed,65295,Electronics,0
49,Male,Employee,44848,Electronics,1
34,Female,Employee,33031,Groceries,1
42,Female,Student,75097,Books,0
48,Female,Student,54587,Health,1
46,Female,Employee,83463,Books,0
49,Male,Unemployed,42950,Cosmetics,0
51,Male,Unemployed,32856,Clothing,1
24,Male,Self-employed,29752,Health,0
43,Male,Employee,68783,Clothing,1
52,Male,Employee,30194,Books,0
17,Male,Self-employed,80345,Electronics,1
21,Male,Student,56045,Cosmetics,0
42,Female,Unemployed,70347,Groceries,1
38,Female,Self-employed,56159,Electronics,1
35,Female,Student,33176,Groceries,1
46,Female,Student,72027,Cosmetics,1
17,Male,Unemployed,57806,Electronics,0
15,Male,Self-employed,63632,Cosmetics,0
36,Female,Employee,70280,Cosmetics,1
62,Male,Employee,23326,Books,0
37,Female,Employee,10122,Clothing,0
61,Male,Student,53715,Books,0
39,Male,Self-employed,93208,Cosmetics,0
38,Female,Employee,23204,Electronics,0
36,Male,Unemployed,97071,Electronics,0
45,Male,Student,31609,Clothing,1
37,Female,Self-employed,91678,Health,0
25,Female,Unemployed,17236,Electronics,0
35,Male,Self-employed,79724,Books,0
25,Male,Self-employed,75616,Books,0
47,Male,Unemployed,93676,Clothing,1
53,Female,Employee,59660,Clothing,1
20,Male,Unemployed,28616,Books,0
62,Female,Unemployed,86016,Electronics,0
30,Male,Employee,36990,Electronics,0
27,Female,Employee,55776,Cosmetics,1
53,Male,Self-employed,85578,Electronics,1
24,Male,Student,98872,Electronics,0
41,Male,Student,28354,Groceries,1
34,Female,Self-employed,73571,Clothing,1
33,Female,Student,82778,Cosmetics,1
21,Male,Employee,32326,Books,0
26,Male,Student,26357,Health,0
45,Male,Employee,82682,Electronics,1
41,Male,Self-employed,54373,Electronics,1
25,Male,Unemployed,64034,Electronics,0
